"rule_id","parameter_id","test_code","parameter_code","parameter_name","gender","age_min_days","age_max_days","normal_min","normal_max","normal_text","critical_low","critical_high","unit","reference_source","clinical_note"
"d6b9fcf8-4271-42af-88e4-aec59e90a3b3","bf533b8f-aafe-42be-ba82-26cbbff53fd9","CLP-0001","CLP-0001-01","Colour","All","0","43800","","","Pale Yellow / Straw","","","","APPROVED_LIS_CONFIG",""
"baabdcd2-6385-4d9b-a225-d48825cdd5e4","541ccf3c-5f84-416a-9862-b771dd1c1141","CLP-0001","CLP-0001-02","Transparency","All","0","43800","","","Clear","","","","APPROVED_LIS_CONFIG",""
"4a955143-f9fa-4784-a895-d9e4eccde35e","123adb3e-40b1-46ec-a92d-a43f88067ed9","CLP-0001","CLP-0001-03","Specific Gravity","All","0","43800","1.005","1.03","1.005 - 1.030","","","","APPROVED_LIS_CONFIG",""
"9dc158e5-c6fd-4798-a624-cdadddac770a","ce5ff15f-07cf-41a6-ab6e-028370b06418","CLP-0001","CLP-0001-04","pH","All","0","43800","4.5","8","4.5 - 8.0","","","","APPROVED_LIS_CONFIG",""
"05f134e5-5fb5-4767-adeb-a68cf5d06e20","aec03fbe-fefe-4dfd-937e-634228cb08b9","CLP-0001","CLP-0001-05","Protein","All","0","43800","","","Negative / Nil","","","","APPROVED_LIS_CONFIG",""
"13bbcfc5-301f-4901-ac27-abd0c011b404","474d4225-7fb6-4625-af49-8d98ded90707","CLP-0001","CLP-0001-06","Sugar","All","0","43800","","","Negative / Nil","","","","APPROVED_LIS_CONFIG",""
"6adb4643-6c3e-44fc-a399-c0699f6a8069","c89a5b88-26f0-444d-b047-5b6b7cb5c84d","CLP-0001","CLP-0001-07","Ketone","All","0","43800","","","Negative","","","","APPROVED_LIS_CONFIG",""
"6f86c530-9ae7-4bfd-ade8-c1d3e95e2298","7d860acc-003d-4d74-b827-d7f78cb1f5f2","CLP-0001","CLP-0001-08","Bilirubin","All","0","43800","","","Negative","","","","APPROVED_LIS_CONFIG",""
"c1e09249-6224-4721-85ba-fdfeaeb18cb5","41fd0262-04ef-4419-9e3d-998b109f3e4b","CLP-0001","CLP-0001-09","Blood","All","0","43800","","","Negative","","","","APPROVED_LIS_CONFIG",""
"bd31f5d1-61bb-49b1-b1fa-87deca96c5a5","5662ce48-df43-405d-a91c-b5315ba23c1d","CLP-0001","CLP-0001-10","Pus Cells","All","0","43800","0","5","0 - 5 /HPF","","","/HPF","APPROVED_LIS_CONFIG",""
"15307f44-bbe0-479d-803f-122d5b5bd8e1","545e0f75-9422-4ee3-8d49-8bcde4942672","CLP-0001","CLP-0001-11","RBC","All","0","43800","0","2","0 - 2 /HPF","","","/HPF","APPROVED_LIS_CONFIG",""
"56c0cbe9-4c74-4e99-aab4-2d6ad37c3b74","efce8db0-69aa-471f-8abc-f5a5b717471b","CLP-0001","CLP-0001-12","Epithelial Cells","All","0","43800","0","5","0 - 5 /HPF","","","/HPF","APPROVED_LIS_CONFIG",""
"7d719a95-0747-4356-9e03-3600b99e8277","d0692fa6-c7b0-4c52-980f-4e58d3e8c505","CLP-0001","CLP-0001-13","Casts","All","0","43800","","","Nil / Occasional","","","","APPROVED_LIS_CONFIG",""
"0b362d05-fb23-47c8-90a6-2557710393b9","9af06eef-f544-4798-8cf2-5437aedeff3a","CLP-0001","CLP-0001-14","Crystals","All","0","43800","","","Nil / Occasional","","","","APPROVED_LIS_CONFIG",""
"74421d72-b883-475e-bfe4-1fd64320f9e4","0559d9a0-0b37-4991-8583-a77e116c2173","CLP-0025","CLP-0025","Stool Occult Blood","All","0","43800","","","Negative","","","","APPROVED_LIS_CONFIG",""
"bf6df806-d9ac-4f18-a1bc-0e24225bc8e7","69401788-6a73-4191-9994-59c12cf86b2a","CLP-0026","CLP-0026","Fecal Occult Blood Test (FOBT)","All","0","43800","","","Negative","","","","APPROVED_LIS_CONFIG",""
"2789cd4b-7d89-4052-9505-5910f6df76be","9da503bc-849c-488e-99a4-10dac70c2ea7","COA-0001","COA-0001","Prothrombin Time","All","0","43800","11","13.5","","","","sec","APPROVED_LIS_CONFIG",""
"dc1a45ba-9110-4e05-b606-50e3c62c01a5","8c9e2080-7efd-457e-809f-12f8a57a95c7","COA-0001","INR","International Normalized Ratio","All","0","43800","0.8","1.2","","","","","APPROVED_LIS_CONFIG",""
"a29f8e11-027d-407a-9ea2-bac93a16433d","eee0dfe4-4adf-449c-aba7-8ccae3e546d4","COA-0002","COA-0002","INR","All","0","43800","0","1000","","","","","APPROVED_LIS_CONFIG",""
"ac3aadda-c2c2-41fa-9022-1d227f062498","eee0dfe4-4adf-449c-aba7-8ccae3e546d4","COA-0002","COA-0002","INR","All","0","43800","0.8","1.2","","","4.5","","APPROVED_LIS_CONFIG",""
"3e7edc3b-190f-4267-84ba-a7502cb6b313","6f4f2c64-4b1e-4679-bf7d-349b875ce510","COA-0003","COA-0003","Activated Partial Thromboplastin Time (APTT)","All","0","43800","0","1000","","","","","APPROVED_LIS_CONFIG",""
"9658a877-9b98-47be-9a85-e5db138eb444","6f4f2c64-4b1e-4679-bf7d-349b875ce510","COA-0003","COA-0003","Activated Partial Thromboplastin Time (APTT)","All","0","43800","26","38","","","70","","APPROVED_LIS_CONFIG",""
"6e5f2d12-08cc-44f0-a868-cffa1d7d93e2","19660461-27c0-4427-9e47-24c0e2fd589c","COA-0006","COA-0006","D-Dimer","All","0","43800","","0.5","< 0.50 µg/mL FEU","","","µg/mL FEU","APPROVED_LIS_CONFIG",""
"b7388d4a-1a74-4194-8f81-0f14ac3ad60a","8ef9d57b-b7c4-476c-b411-b3f5a75199ee","COA-0007","COA-0007","Bleeding Time","All","0","43800","2","7","","","","min","APPROVED_LIS_CONFIG",""
"1b315340-2ab4-4e03-952b-875240ba8c51","31e9b773-33f5-4472-8bb5-ce51c4942fa6","COA-0008","COA-0008","Clotting Time","All","0","43800","3","8","","","","min","APPROVED_LIS_CONFIG",""
"754ab7dc-279b-435a-b59a-bd65de8a3871","0ebacc5b-4410-4b00-be2e-68828042a1fb","END-0001","END-0001","TSH","All","0","43800","0.4","4.2","0.40 - 4.20 µIU/mL","","","µIU/mL","APPROVED_LIS_CONFIG",""
"eb4e37f0-aaac-49bc-80fb-7d871431cf05","222f25c8-e1ef-4038-960e-4819fdc9167b","END-0002","END-0002","Free T4 (FT4)","All","0","43800","0.9","1.7","0.9 - 1.7 ng/dL","","","ng/dL","APPROVED_LIS_CONFIG",""
"1ea87ebc-7231-4a7f-89b7-cb35a790bca9","18359d7b-ef42-4847-ace7-4ddb058422b4","END-0003","END-0003","Free T3 (FT3)","All","0","43800","2","4.4","2.0 - 4.4 pg/mL","","","pg/mL","APPROVED_LIS_CONFIG",""
"8d0501bd-a2e2-4a34-9111-65a91d15aa96","24492a1e-bbdf-4590-bd6f-7da61d71e05c","END-0004","END-0004","Total T4","All","0","43800","5","12","5.0 - 12.0 µg/dL","","","µg/dL","APPROVED_LIS_CONFIG",""
"3a058c62-717d-41cd-be15-8f509b094adf","7d6b7651-0f14-4619-8e7c-7da40532d686","END-0005","END-0005","Total T3","All","0","43800","0.8","2","0.80 - 2.00 ng/mL","","","ng/mL","APPROVED_LIS_CONFIG",""
"66af2a6d-3655-465c-9561-92193f7aecc9","6820b077-8fda-453a-83b9-aa9cd2bd64b4","END-0039","END-0039","Beta-hCG, Quantitative","All","0","43800","","5","<5.0 mIU/mL (Non-pregnant)","","","mIU/mL","APPROVED_LIS_CONFIG",""
"33ab9640-f48d-4b31-92fe-ceeca27cce2a","bfe54436-7398-4a5e-a0ea-6d66854c7688","END-0056","END-0056-01","Fasting Glucose (0 min)","All","0","43800","70","99","70 - 99","","","mg/dL","APPROVED_LIS_CONFIG",""
"1f8d7e2c-0f36-4a13-955b-8b0c4d6ea3d0","7ae49b4f-2369-40cb-a6d2-127f84c0089f","END-0056","END-0056-02","1-Hour Glucose (60 min)","All","0","43800","","","—","","","mg/dL","APPROVED_LIS_CONFIG",""
"a70223ac-0c8e-4f0e-a0a3-79d30da1517e","7d70bce7-2bad-4801-851a-4bcf01b47cb4","END-0056","END-0056-03","2-Hour Glucose (120 min)","All","0","43800","","140","< 140","","","mg/dL","APPROVED_LIS_CONFIG",""
"89370d18-ec82-41e0-8cb1-1b092402313a","2f9042f7-1a63-460c-8a7c-dd37775a79ff","END-0057","END-0057-01","Fasting Glucose (0 min)","Female","4380","21900","","92","< 92","","","mg/dL","APPROVED_LIS_CONFIG",""
"a6ad73c1-2c64-49c2-a0b2-23e5a7ae0e01","065379db-0101-4fa5-b342-58668e5e433d","END-0057","END-0057-02","1-Hour Glucose (60 min)","Female","4380","21900","","180","< 180","","","mg/dL","APPROVED_LIS_CONFIG",""
"0ad19a7a-a59c-43eb-9460-a3bf5c6beeac","148f209a-eff1-4e5f-a215-231bb933f8a5","END-0057","END-0057-03","2-Hour Glucose (120 min)","Female","4380","21900","","153","< 153","","","mg/dL","APPROVED_LIS_CONFIG",""
"8707f469-4cf4-4e17-bba2-dafe07ed51ee","f9a5abe9-4952-4241-836c-c691d6ffbf95","END-0058","END-0058-01","1-Hour Post-50g Glucose","All","0","43800","","140","< 140","","","mg/dL","APPROVED_LIS_CONFIG",""
"69d8a51f-3f4c-49a6-81ae-4d0835532ac3","26cf2d64-628d-44b4-8f52-b4d70353fba3","END-0059","END-0059-01","Baseline Cortisol (8 AM)","All","0","43800","","","Baseline","","","µg/dL","APPROVED_LIS_CONFIG",""
"2665d7d7-e99e-4193-b779-764c5aecda1e","abdc500e-1601-4b72-a1b2-50cd348dd50d","END-0059","END-0059-02","Post-1mg Dex Cortisol (8 AM)","All","0","43800","","1.8","< 1.8","","","µg/dL","APPROVED_LIS_CONFIG",""
"48c34c5e-06fc-4c82-8fee-f2a3051efb99","7fcd2d26-c787-48f3-a666-d5898299eb95","END-0060","END-0060-01","Baseline Cortisol (Day 0, 8 AM)","All","0","43800","","","Baseline","","","µg/dL","APPROVED_LIS_CONFIG",""
"46456274-3e32-4d0e-a8dc-94fd47eb6811","78957713-6f64-454d-8297-cad212cbdbaa","END-0060","END-0060-02","Post-LDDST Cortisol (Day 2, 8 AM)","All","0","43800","","1.8","< 1.8","","","µg/dL","APPROVED_LIS_CONFIG",""
"5d7f7065-f187-4fa6-a96a-cdbff7cc8f3f","9a71abd9-a82f-49b3-a800-f002c3f22d3a","END-0061","END-0061-01","Baseline Cortisol (0 hr)","All","0","43800","","","Baseline","","","µg/dL","APPROVED_LIS_CONFIG",""
"72de693e-abcd-4b05-9aa2-ec45582fe6bc","e03d8a27-0a52-4f2f-b692-840959b59db0","END-0061","END-0061-02","Post-HDDST Cortisol (8 AM)","All","0","43800","","","Post-Suppression","","","µg/dL","APPROVED_LIS_CONFIG",""
"6b28c261-122a-4742-adc0-bbb9bc604723","2ad8bf31-f2b9-403e-8c43-afd1da1867d6","END-0061","END-0061-03","Suppression Percentage","All","0","43800","","","> 50 %","","","%","APPROVED_LIS_CONFIG",""
"a23da94b-933c-491c-afa1-014879f29a12","c9cc9788-038b-4850-b326-2219f67c636f","END-0062","END-0062-01","Cortisol Baseline (0 min)","All","0","43800","","","Baseline","","","µg/dL","APPROVED_LIS_CONFIG",""
"bd2a0ccf-33f8-4ff7-a47d-7f2b853dae9f","15caa2ff-ba93-44f4-9baf-75beb5c7af8e","END-0062","END-0062-02","Cortisol 30 min Post-ACTH","All","0","43800","18","",">= 18.0","","","µg/dL","APPROVED_LIS_CONFIG",""
"fcc3df11-4898-4ff9-9923-4862835806c1","779e3848-7c9e-4184-a25c-54fbb554f4b7","END-0062","END-0062-03","Cortisol 60 min Post-ACTH","All","0","43800","18","",">= 18.0","","","µg/dL","APPROVED_LIS_CONFIG",""
"165febe6-844d-4dc7-acab-8764c5c3131b","53d678e8-d502-4610-bc1f-fdb30d163297","END-0063","END-0063-01","GH Baseline (0 min)","All","0","43800","","1","< 1.0","","","ng/mL","APPROVED_LIS_CONFIG",""
"501d029f-3aa2-4ad8-a64f-4daddd81ceb4","fdd8db9b-2349-4735-bef3-2e8287012db6","END-0063","END-0063-02","GH 30 min","All","0","43800","","1","< 1.0","","","ng/mL","APPROVED_LIS_CONFIG",""
"dc41f590-2614-4429-b1d7-27d93fcc9905","3d09e7fc-9ab1-47bb-844e-6e5b46c242f0","END-0063","END-0063-03","GH 60 min","All","0","43800","","1","< 1.0","","","ng/mL","APPROVED_LIS_CONFIG",""
"758eb586-501b-407b-acd2-d911a206a8b1","fc793b6c-e66c-4617-b4ab-2176237a99a0","END-0063","END-0063-04","GH 90 min","All","0","43800","","1","< 1.0","","","ng/mL","APPROVED_LIS_CONFIG",""
"ddfbd87f-2aa5-407d-8313-bd9212d49de2","d6bcd06a-be4e-43e3-aaeb-21bf3de5e715","END-0063","END-0063-05","GH 120 min","All","0","43800","","1","< 1.0","","","ng/mL","APPROVED_LIS_CONFIG",""
"0b0ce2ae-1cd1-4228-9756-3845ebd620a0","31bfbc4c-bd20-4b4d-b0c2-9794d825ec74","END-0064","END-0064-02","GH Baseline (0 min)","All","0","43800","","","Peak > 5 - 10 ng/mL","","","ng/mL","APPROVED_LIS_CONFIG",""
"362645a1-7b45-414b-8411-99332c97007a","ccc0451c-aa5c-4a2d-b016-8db445a88b9d","END-0064","END-0064-03","GH 30 min","All","0","43800","","","Peak > 5 - 10 ng/mL","","","ng/mL","APPROVED_LIS_CONFIG",""
"8b9b9491-5616-4d1b-9b20-b6eb486a2971","38e8b771-c427-4b85-ac2c-6d941c3bf7f2","END-0064","END-0064-04","GH 60 min","All","0","43800","","","Peak > 5 - 10 ng/mL","","","ng/mL","APPROVED_LIS_CONFIG",""
"907ece09-2b5f-4ec8-963c-4b8ddb8b1e72","38faf21c-78b4-4e6d-baf7-44b424a86a11","END-0064","END-0064-05","GH 90 min","All","0","43800","","","Peak > 5 - 10 ng/mL","","","ng/mL","APPROVED_LIS_CONFIG",""
"076f9498-560d-403d-ad95-8b3111b36b39","a0176f8c-5e26-4685-a332-d8e8cede4172","END-0064","END-0064-06","GH 120 min","All","0","43800","","","Peak > 5 - 10 ng/mL","","","ng/mL","APPROVED_LIS_CONFIG",""
"01ea3686-eab0-4b31-bb76-6f271f0767c2","b9e88fb3-a168-456f-961a-a54e26d2d296","END-0065","END-0065-02","Plasma Osmolality","All","0","43800","275","295","275 - 295","","","mOsm/kg","APPROVED_LIS_CONFIG",""
"151ec32d-5223-4ce1-8699-6a8e7b6aacc0","e0d3f8c5-d087-4859-b152-253255022d0e","END-0065","END-0065-03","Urine Osmolality","All","0","43800","","","> 600 - 800","","","mOsm/kg","APPROVED_LIS_CONFIG",""
"391f972d-47c0-425c-96f2-6ade911c3d0a","d7f6c572-b73a-445b-a3a9-5a8070c220c8","END-0065","END-0065-04","Serum Sodium","All","0","43800","135","145","135 - 145","","","mmol/L","APPROVED_LIS_CONFIG",""
"7e8cc4a0-ff5c-4d20-a531-15f8b5cc7a0e","9d5f3423-f68f-4952-92f7-9cef6acab819","END-0065","END-0065-05","Post-Desmopressin Urine Osmolality","All","0","43800","","","Post-DDAVP","","","mOsm/kg","APPROVED_LIS_CONFIG",""
"c4b0460e-363a-4934-95d4-a44566325046","c40bd40b-e2f2-4a68-be90-1c882482066c","HEM-0001","WBC","White Blood Cell Count (TLC)","All","0","43800","4","11","4.0 - 11.0 10^9/L","","","10^9/L","APPROVED_LIS_CONFIG",""
"ee59a272-13de-40b4-9c91-1a3c77936f32","7b7b1a95-57f5-40ab-b364-a55e136a8051","HEM-0001","LYM_ABS","Absolute Lymphocyte Count","All","0","43800","1","3","1.0 - 3.0 10^9/L","","","10^9/L","APPROVED_LIS_CONFIG",""
"039df0b1-8985-44d2-8fa4-81fe0e8c93e6","28bc9174-a6dd-4bff-a6ec-2cb0b4727c3c","HEM-0001","MID_ABS","Absolute Mid-cell (Monocytes/Eosinophils) Count","All","0","43800","0.2","0.8","0.2 - 0.8 10^9/L","","","10^9/L","APPROVED_LIS_CONFIG",""
"cccf4f88-2fbf-452c-a572-5958e46e0e07","736c46df-bc06-49c8-bf3d-791b70c0b106","HEM-0001","GRAN_ABS","Absolute Granulocyte (Neutrophil) Count","All","0","43800","2","7","2.0 - 7.0 10^9/L","","","10^9/L","APPROVED_LIS_CONFIG",""
"ee5c9465-bf3a-45e7-bc20-796aed953338","f4f3110e-3bc6-4b1b-afcc-cf809f6bc801","HEM-0001","LYM_PERCENT","Lymphocyte Percentage","All","0","43800","20","40","20.0 - 40.0 %","","","%","APPROVED_LIS_CONFIG",""
"f87dee2f-abea-4f71-b772-2a3386f8a89b","d14e36b8-3dfb-4575-907d-b1a97f4d7b64","HEM-0001","MID_PERCENT","Mid-cell Percentage","All","0","43800","2","10","2.0 - 10.0 %","","","%","APPROVED_LIS_CONFIG",""
"d40c0334-7186-44e0-858b-303aa2409c76","15362d8e-3b9c-499a-8154-28b8b0791fa4","HEM-0001","GRAN_PERCENT","Granulocyte Percentage","All","0","43800","40","70","40.0 - 70.0 %","","","%","APPROVED_LIS_CONFIG",""
"cc5ff7fe-b9d9-4e2c-ad1c-e08f14ddf7c0","2bf19146-c964-46fc-bf19-d34543cbd0f8","HEM-0001","NLR","Neutrophil-to-Lymphocyte Ratio","All","0","43800","1","3","1.0 - 3.0 Ratio","","","Ratio","APPROVED_LIS_CONFIG",""
"7d4cef4a-758d-4fb1-a2a7-63285373c708","dba4b3ed-c960-4a95-a506-5a2de5e1841f","HEM-0001","PLR","Platelet-to-Lymphocyte Ratio","All","0","43800","100","200","100.0 - 200.0 Ratio","","","Ratio","APPROVED_LIS_CONFIG",""
"d8a96c39-fc52-4d9c-b00b-e3f2660d5d80","dd575ef4-ca14-4de1-87a9-feeb70093099","HEM-0001","RBC","Red Blood Cell Count","Male","0","43800","4.5","5.9","4.5 - 5.9 10^12/L","","","10^12/L","APPROVED_LIS_CONFIG",""
"a6ca003b-b35e-4389-a645-8a4e7fb0180c","dd575ef4-ca14-4de1-87a9-feeb70093099","HEM-0001","RBC","Red Blood Cell Count","Female","0","43800","4","5.2","4.0 - 5.2 10^12/L","","","10^12/L","APPROVED_LIS_CONFIG",""
"7d5666b9-f347-4f4e-ac2f-81f8d1dc59c9","10e7f059-15c2-48d2-9e9d-762e2338bc4b","HEM-0001","HGB","Hemoglobin Concentration","Female","0","43800","12","15.5","12.0 - 15.5 g/dL","","","g/dL","APPROVED_LIS_CONFIG",""
"8a59188d-3ea4-4e58-bab1-9f3c7c006379","10e7f059-15c2-48d2-9e9d-762e2338bc4b","HEM-0001","HGB","Hemoglobin Concentration","Male","0","43800","13","17","13.0 - 17.0 g/dL","","","g/dL","APPROVED_LIS_CONFIG",""
"ec988108-d237-4379-950d-3013799f2c70","bc8e147a-a9bc-4139-be1c-d6a4b7546cb9","HEM-0001","HCT","Hematocrit (Packed Cell Volume - PCV)","Female","0","43800","36","46","36.0 - 46.0 %","","","%","APPROVED_LIS_CONFIG",""
"b1acdaf4-d20c-44db-aed6-910a2c700beb","bc8e147a-a9bc-4139-be1c-d6a4b7546cb9","HEM-0001","HCT","Hematocrit (Packed Cell Volume - PCV)","Male","0","43800","40","50","40.0 - 50.0 %","","","%","APPROVED_LIS_CONFIG",""
"a4ba9ec2-ab84-415f-8a6a-2cc59c7056e0","eba025c0-5701-4d0e-82c2-c88848a97e47","HEM-0001","MCV","Mean Corpuscular Volume","All","0","43800","80","100","80.0 - 100.0 fL","","","fL","APPROVED_LIS_CONFIG",""
"2f8a2d25-478f-4246-9d42-9f13f3c396b1","6ed0b758-a5e2-4117-b642-9febea778826","HEM-0001","MCH","Mean Corpuscular Hemoglobin","All","0","43800","27","32","27.0 - 32.0 pg","","","pg","APPROVED_LIS_CONFIG",""
"899a17ef-3b68-4eea-a422-7aad93cf1747","f0897fbf-dfff-4eec-b6ea-f65b5e352b25","HEM-0001","MCHC","Mean Corpuscular Hemoglobin Concentration","All","0","43800","31.5","35","31.5 - 35.0 g/dL","","","g/dL","APPROVED_LIS_CONFIG",""
"ef387f99-9f73-4f4f-a33d-eb732d5de666","80bd6ae3-daed-4a53-a47d-1cbf17e020d9","HEM-0001","RDW_CV","Red Cell Distribution Width - Coeff. of Variation","All","0","43800","11.5","14.5","11.5 - 14.5 %","","","%","APPROVED_LIS_CONFIG",""
"d44b6491-f723-4c6b-8a01-7e808b170d97","d9abe328-c230-42a9-b7bf-5e33d68a760e","HEM-0001","RDW_SD","Red Cell Distribution Width - Standard Deviation","All","0","43800","39","46","39.0 - 46.0 fL","","","fL","APPROVED_LIS_CONFIG",""
"ce3e498f-4b18-42d3-b6ae-84a7eaf29880","f6664c54-7c7b-4506-ac74-687fde8a912b","HEM-0001","PLT","Platelet Count","All","0","43800","150","450","150 - 450 10^9/L","","","10^9/L","APPROVED_LIS_CONFIG",""
"c7cec792-0b39-41ad-8864-4f9e1c755b71","50cff77e-f05c-452a-9aed-99113dd6260e","HEM-0001","MPV","Mean Platelet Volume","All","0","43800","6.5","12","6.5 - 12.0 fL","","","fL","APPROVED_LIS_CONFIG",""
"66bde215-e36e-4f07-b7b1-973f6710849c","6e3bc626-0995-4ce1-9061-5ee69a073664","HEM-0001","PDW_CV","Platelet Distribution Width - CV","All","0","43800","9","17","9.0 - 17.0 %","","","%","APPROVED_LIS_CONFIG",""
"974d91b5-03f2-4720-943a-8fa672b95555","654434da-bff2-408b-babd-06ba8ae88794","HEM-0001","PDW_SD","Platelet Distribution Width - SD","All","0","43800","9","17","9.0 - 17.0 fL","","","fL","APPROVED_LIS_CONFIG",""
"c308bb52-929b-4ee1-a6e9-e6cfcbc34f1a","de51249d-f14d-4304-bc16-5524e32f1800","HEM-0001","PCT","Plateletcrit","All","0","43800","0.1","0.5","0.100 - 0.500 %","","","%","APPROVED_LIS_CONFIG",""
"d3e1e7ac-d328-4b02-a9c1-93e5945645a0","b20332ff-015b-475b-b59f-1e9a224c5139","HEM-0001","P_LCC","Platelet Large Cell Count","All","0","43800","30","90","30 - 90 10^9/L","","","10^9/L","APPROVED_LIS_CONFIG",""
"fe5413a6-aa3b-4af0-a0df-c429dc3f695a","68126f07-8041-49cb-ac0f-914a465a81af","HEM-0001","P_LCR","Platelet Large Cell Ratio","All","0","43800","19.7","42.4","19.7 - 42.4 %","","","%","APPROVED_LIS_CONFIG",""
"1a5bf70f-ff45-4b5c-80e9-bf4679c28c2c","476a99a5-63c7-48e6-91c0-c3c8a66f6d7e","HEM-0002","HEM-0002","Hemoglobin (Hb)","Female","0","43800","12","15.5","12.0 - 15.5 g/dL","","","g/dL","APPROVED_LIS_CONFIG",""
"8064a5ea-a7e3-41d4-8aba-9344f158cb9b","476a99a5-63c7-48e6-91c0-c3c8a66f6d7e","HEM-0002","HEM-0002","Hemoglobin (Hb)","Male","0","43800","13","17","13.0 - 17.0 g/dL","","","g/dL","APPROVED_LIS_CONFIG",""
"e5023d06-b57b-4051-8043-3575462ef593","a8f9538b-a5b5-4a97-ad80-39140559cc1d","HEM-0006","HEM-0006","Platelet Count","All","0","43800","150000","450000","","50000","1000000","","APPROVED_LIS_CONFIG",""
"35f47511-c953-4720-b20b-5849faa77fc2","a8f9538b-a5b5-4a97-ad80-39140559cc1d","HEM-0006","HEM-0006","Platelet Count","All","0","43800","0","1000","","","","","APPROVED_LIS_CONFIG",""
"8ef19ee7-6e2e-4e05-b274-80ef44c3f7e1","4aefcf1d-839f-47da-ac06-6056fc1b2db9","HEM-0015","HEM-0015","Neutrophil %","All","0","43800","40","70","40 - 70 %","","","%","APPROVED_LIS_CONFIG",""
"010d6c72-4394-4659-903c-c93ebc19f72b","444d8f11-eec0-416f-a0eb-516ba2c66752","HEM-0016","HEM-0016","Lymphocyte %","All","0","43800","20","40","20 - 40 %","","","%","APPROVED_LIS_CONFIG",""
