"parameter_id","test_id","test_code","parameter_code","parameter_name","value_type","unit","display_order","is_mandatory","is_active","lifecycle_status","formula","options","reference_status"
"8870c919-fda8-40df-912a-e881eb494726","823a7177-15fe-46af-85b8-a3253789bad0","HIS-0035","HIS-0035","IHC - HER2 IHC","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"706a8999-6181-4e91-9dbc-2dafa01a8069","e0e08327-08cf-4cbe-ba9e-59f4f0373c7f","HIS-0036","HIS-0036","IHC - Ki-67","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"d843a55c-dd73-4f25-9c96-90a002efd9ea","ef8deeb8-e945-4be9-b7e4-f7f481d3e93b","HIS-0037","HIS-0037","IHC - p53","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"a0ac4afa-9eb8-41c7-9145-b3de93d2a2c3","c53f5a99-a2a3-436e-8597-fae9491b424e","HIS-0038","HIS-0038","IHC - CK7","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"bf68e738-d45c-4606-b0cd-fee049e78d6d","425e7810-2460-48af-86be-fd3e32c9cb45","HIS-0039","HIS-0039","IHC - CK20","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"a06e86dd-c105-4955-8f2c-9e557fe13303","4a2ef568-3d21-4a54-a752-41467a32eebb","HIS-0040","HIS-0040","IHC - Pan-Cytokeratin AE1/AE3","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"c1912c90-8222-4df0-a66b-af0c8efe05ef","9992e144-8102-4e3d-ab07-e5aec2b75649","HIS-0041","HIS-0041","IHC - EMA","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"54fa4c27-957b-4176-b553-f7de9f9463fb","ebbaf40b-1516-4e28-a40b-6f8d460235d0","HIS-0042","HIS-0042","IHC - Vimentin","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"60c930a2-02bd-4c0d-8012-24fc32d24e0d","d8163e10-5891-40d3-8dad-7d7cdac15370","HIS-0043","HIS-0043","IHC - S100","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"8778ed24-9b21-4935-ba10-a5617fa5fef1","ae40a39a-5894-41c9-85d2-1e64d892cf42","HIS-0044","HIS-0044","IHC - SOX10","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"280028cc-1055-4bc2-a813-da4c475b2241","32e20a74-9a0f-45ef-8e5e-a756aa5225f7","HIS-0045","HIS-0045","IHC - TTF-1","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"9d9248b5-62a3-48fe-b8e8-dabfd26caba5","ad510665-9da1-4f60-a3cb-e0210372bcbf","HIS-0046","HIS-0046","IHC - Napsin A","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"b0601f95-556b-4829-b971-862035c96969","2e4e7964-181a-4f23-b8e2-6d7cf8b6502d","HIS-0047","HIS-0047","IHC - PAX8","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"f56a7fd8-578e-4b82-bb0d-4c382d7f8b08","9b4da7e9-d388-4da0-b10b-d0dc1b80eda7","HIS-0048","HIS-0048","IHC - GATA3","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"c1b67cc2-ff77-45e1-856d-a701abda2813","265ccf3d-33ee-48c9-a8fb-0279c7744230","HIS-0049","HIS-0049","IHC - CDX2","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"cada1f08-9c1a-47a7-a99f-e5a6671ee031","d62a6900-a738-424c-91f3-d9f24707e591","HIS-0050","HIS-0050","IHC - SATB2","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"f9834db8-2d1d-413f-a05b-cb6247dbcfdc","d09a8be4-cf87-4d1b-b305-eb389cf12cd2","HIS-0051","HIS-0051","IHC - PSA","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"79cfaa7e-25d0-4ccd-b4d5-1857298d5428","0523d8f2-1730-43c4-92b2-9c8e1300a329","HIS-0052","HIS-0052","IHC - PSAP","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"4b4e1db4-dbb8-4673-b1cc-340386928b25","c53d8682-90c2-4cc2-a1ba-b4235e9bbc38","HIS-0053","HIS-0053","IHC - NKX3.1","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"ef789f1a-6ff9-4dd3-be5d-4989bee35676","d5ab57eb-d81c-4f57-9933-746ab6290868","HIS-0054","HIS-0054","IHC - Thyroglobulin","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"2f2ff8b0-c863-4a6b-9ba2-ae1f9d1f3cd3","bb3cb814-df5d-4668-a488-1223b4af8c5b","HIS-0055","HIS-0055","IHC - Calcitonin","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"4f92dbe6-a4f2-49a5-994f-af043eb7c328","93866254-87bb-4e0a-b10b-251e188a7c8b","HIS-0056","HIS-0056","IHC - Synaptophysin","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"4c00d8ec-5607-4510-aa10-14707a05ce91","2d482f71-f894-4531-ad95-4a282feb52bb","HIS-0057","HIS-0057","IHC - Chromogranin","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"b63d0ea1-facf-4c55-a3b1-58c8c2499d10","2d71270e-ce39-48d1-80cb-b2e92b7f4a24","HIS-0058","HIS-0058","IHC - INSM1","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"13c55c6d-7bc7-4d45-9c7c-07a6af986454","09079e2d-1644-4c80-9594-1fe2707668b3","HIS-0059","HIS-0059","IHC - CD56","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"00be1068-3fd2-4f38-8665-cfdaed4b9ac0","2847ff42-2857-4926-81ca-8ed3a6594745","HIS-0060","HIS-0060","IHC - CD3","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"22e02c54-a240-4a58-9d61-27c083268a8a","bfadec97-001e-49f0-9e50-39ce8a12d675","HIS-0061","HIS-0061","IHC - CD20","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"971db98f-f360-4dcd-8754-728baf8da7d1","077d47ed-7986-47a2-b1b9-ae371d3f38f5","HIS-0062","HIS-0062","IHC - PAX5","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"0afd4eb0-5ada-4092-ab31-61a317344fcf","84b9f867-3bfb-4d59-9ad6-0bccca29696c","HIS-0063","HIS-0063","IHC - CD30","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"4eea5d0c-f97d-4d5d-8728-de610f321747","a37f8a7e-d3f1-4dc6-bb19-ea2c824c61b4","HIS-0064","HIS-0064","IHC - CD15","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"a097cfed-3f07-4133-8995-b1c58e188f80","f754bfe1-3fcd-44c6-afd6-fcfcf993ed1a","HIS-0065","HIS-0065","IHC - ALK","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"8dea9aca-9a0a-40e3-a033-041a3f08f90c","37375d29-848c-44d7-b84e-048d719d7c61","HIS-0066","HIS-0066","IHC - BCL2","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"e3b8d027-d443-46f1-b895-860eefa65144","626ffdc6-adb8-42d5-851e-476f0d0dcc16","HIS-0067","HIS-0067","IHC - BCL6","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"7a3ca6e3-b092-4264-9fc7-2f9b119c1a1c","71a1fade-bf19-4347-8e42-45f7273c323f","HIS-0068","HIS-0068","IHC - MUM1","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"fb68742a-1ded-402e-8f33-eac28a3d9c92","92e5ac3e-cda4-4a6e-b157-8f3568eac0ba","HIS-0069","HIS-0069","IHC - c-MYC","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"7eeb7f6f-f6a7-49b3-87a3-a3a30b1da055","7e30761c-7431-4f80-b0c6-3b8b03071a55","HIS-0070","HIS-0070","IHC - Cyclin D1","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"b62ddcda-512c-4b33-b5f8-15eccaabbe80","26729632-2dba-4cd8-bb7e-c9a4a1bd6916","HIS-0071","HIS-0071","IHC - CD5","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"dee2a158-f013-418e-810b-daa0b075069d","017579d6-304c-4130-8619-d24105c62a1a","HIS-0072","HIS-0072","IHC - CD10","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"fda4b3f9-9a4b-4b2b-a31e-5ec9a3bd0310","3ad5cf32-9764-403a-a063-92657addb67c","HIS-0073","HIS-0073","IHC - CD23","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"f7be4db9-cecb-41b0-8b4e-837a8ce06da4","c66f61e8-8439-47b4-a9c4-748b62622e8b","HIS-0074","HIS-0074","IHC - TdT","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"c15c4606-e1ed-4f18-aecc-4b6cb6828f92","77cdbf5a-c2f1-423d-bedc-b7792cdc5d76","HIS-0075","HIS-0075","IHC - MPO","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"59efc291-f8cf-4464-92de-1aefc926dd2e","5741333a-e167-4f23-954e-a83730094bfd","HIS-0076","HIS-0076","IHC - CD34","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"f20cdb1c-f58a-48c3-bbfa-9a13b63ac76f","9416a145-cabc-48da-9d00-4600525f6ac3","HIS-0077","HIS-0077","IHC - CD117","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"10a2435a-4b46-4f4f-aa81-6faeac1e669f","c5197d34-18c6-43ab-8a6f-5e73cf8ce060","HIS-0078","HIS-0078","IHC - DOG1","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"b86f1ab5-fd04-4c2e-8107-55cd33db5b4c","88e66dd3-9c8d-4a2e-9ab8-2468e506b212","HIS-0079","HIS-0079","IHC - CD117 (GIST)","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"2a74571a-3c8d-4c43-b24e-f5a683970c6d","d0fd7f4a-5780-4867-82f7-cc348a32be0b","HIS-0080","HIS-0080","IHC - Desmin","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"27bf846c-2a3d-4731-838a-84bac4cbc0c8","70112f54-bf2f-469a-ab90-e9641e4b9cf3","HIS-0081","HIS-0081","IHC - SMA","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"b9236102-a53d-4262-9242-067d547e2851","c524512b-b87d-46c3-891b-862eca119b83","HIS-0082","HIS-0082","IHC - Myogenin","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"9561aa03-ff3a-43d9-90a6-d023f75b22ec","34035c76-d1ef-4974-a9f3-c96fb030b132","HIS-0083","HIS-0083","IHC - MyoD1","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"8a854bbf-9aae-498c-a472-b7891095ee93","6651e91c-6026-49a6-a1c9-3b8c00d225c3","HIS-0084","HIS-0084","IHC - WT1","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"282fbe49-0d3f-473d-84c8-b4a1e1eceb7e","1f167f0f-63ae-4558-86cd-93d47583f2fb","HIS-0085","HIS-0085","IHC - Calretinin","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"cb303242-34dc-40ee-adbb-d7598bd96a0e","e02f5487-7403-42c6-b23b-470cc287b8e5","HIS-0086","HIS-0086","IHC - D2-40","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"3c03bb04-332b-4dff-abc0-318fc2b68f7e","5612cc46-be49-446d-86bb-5755d771834a","HIS-0087","HIS-0087","IHC - BerEP4","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"e32a1586-ccca-48d6-a0ae-bdbe974324ca","f31d5c38-ef79-4c60-8c24-76593babadfe","HIS-0088","HIS-0088","IHC - MOC31","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"c43052a9-3acd-4019-ab40-9d8ab880511e","cf4d694a-1a77-4f66-8a28-75f768fcafca","HIS-0089","HIS-0089","IHC - p63","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"03912f59-c2a0-4326-8bf0-fa631566c458","e9c131a5-eee6-4b2f-b894-22bfd189950a","HIS-0090","HIS-0090","IHC - p40","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"3e5fadc4-7f03-4f08-928b-21381a0604d4","91414d12-8140-4205-acb4-1006fb81060b","HIS-0091","HIS-0091","IHC - Uroplakin II","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"b2364d00-ae09-4edb-9fa2-bce3f7a035ab","db7ceef6-0517-4278-85b9-eab356d3f693","HIS-0092","HIS-0092","IHC - GCDFP-15","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"a791c7cb-0135-4ac8-8bdc-335ac5ff7c84","af0809ff-9218-48e4-a696-1b6cca59c907","HIS-0093","HIS-0093","IHC - Mammaglobin","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"c12a8c7a-52df-471c-9f86-759fef582f69","5ae602a7-d1e3-4c90-add4-bd9559a0d294","HIS-0094","HIS-0094","IHC - Androgen Receptor","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"1aa00231-1002-4b4c-8755-4748736e7843","4cb0f110-f0dd-4039-94af-eab7dab70f61","HIS-0095","HIS-0095","IHC - E-cadherin","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"44adf81b-0b27-4b5c-8096-ea3563504334","abbcb736-cc23-478e-a57a-43a147c84834","HIS-0096","HIS-0096","IHC - Beta-catenin","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"f51ca9db-e438-42cc-be3e-5e8d10b001fa","92336612-055c-4ff6-9c59-7b4e8e887059","HIS-0097","HIS-0097","IHC - SMAD4","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"99738a9f-aa19-4a71-8922-35bb738bb974","3178f668-5727-4911-b230-b504bb7a2c8d","HIS-0098","HIS-0098","IHC - INI1/SMARCB1","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"6a0017cf-9cde-4059-b31e-c181eb344b13","6d79f8e2-e177-41a7-bfa3-8692ffebda38","HIS-0099","HIS-0099","IHC - BRG1/SMARCA4","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"d86ced61-4fb7-4359-88fb-8cc34976a0bc","4af85675-6c7c-4bb9-bed6-8f69216250ae","HIS-0100","HIS-0100","IHC - ATRX","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"350ac2d8-4d69-44db-925a-bbbf96edb0ba","ba6998e7-48eb-4c55-ac20-7e78e112744e","HIS-0101","HIS-0101","IHC - IDH1 R132H","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"390d2127-7732-4543-a483-5f55388276ef","f62e90bf-ebfc-49a8-b5ef-006124e66e95","HIS-0102","HIS-0102","IHC - GFAP","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"5f1c58ab-f458-4978-92f5-09a51dbb0225","5964ef01-4f8e-4cbf-bc1a-dc7b9c01d146","HIS-0103","HIS-0103","IHC - OLIG2","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"ceb21959-9505-4e43-886a-d739022bc5c6","d313c205-5b4f-4e54-9093-39eef65a386c","HIS-0104","HIS-0104","IHC - H3 K27M","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"dcc54f0d-0e82-4f5e-bb0c-e619b43fdba5","1f33c9b0-b6bb-4465-9f65-a99578e13d3a","HIS-0105","HIS-0105","IHC - PD-L1 IHC","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"6299bdc8-6818-4f8a-aa04-404b40761959","4167c3a6-2c6c-43ce-9b18-813349717b60","HIS-0106","HIS-0106","IHC - MMR MLH1","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"719fa762-94f9-4ab9-9bf0-74257e81ca51","45b1f09d-1f8b-4a2d-8b7e-038bc8cecbea","HIS-0107","HIS-0107","IHC - MMR PMS2","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"3f35b555-cc8e-4332-ad5d-3534fe399cfc","6df4cb89-167b-4fc4-accd-fbe9d57ee910","HIS-0108","HIS-0108","IHC - MMR MSH2","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"3c92daa8-2780-4d40-8ddb-2310fa34813c","6f8a421e-cdfc-4b1c-a93a-384b1b97c7ec","HIS-0109","HIS-0109","IHC - MMR MSH6","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"b6e27698-7479-4c6e-94b8-8a7e227d8368","86cad76f-fe7e-4151-9aac-dfc021973531","HIS-0110","HIS-0110","PAS Stain","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"30a80549-1f61-4021-89ed-335dbe03b8d8","e06989b0-7573-4e5f-8442-ad821ea9f495","HIS-0111","HIS-0111","PAS with Diastase","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"11e22964-5aab-4aa0-b92b-25a8ac3cfae4","3f2cf286-a07b-483e-ba83-d381af49bde8","HIS-0112","HIS-0112","GMS Stain","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"c5b7e8d7-6bd8-4214-a130-d9f79a87d0b6","429c2f32-9730-4584-ac0f-86dd052789e5","HIS-0113","HIS-0113","Ziehl-Neelsen Stain on Tissue","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"87eecc6a-4446-4a69-93b3-d0ca74a03944","863c83b6-9ab7-4c5c-b840-af9e8b6843a6","HIS-0114","HIS-0114","Fite-Faraco Stain","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"2d4b2f77-b7de-4fc3-88f2-b96e4fd2227c","c6e08099-1929-4347-8a10-aa6e355fd7d6","HIS-0115","HIS-0115","Gram Stain on Tissue","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"1390b820-df28-4d94-ace0-1369f37ececc","f0f3c052-a564-4a2e-b4fb-5e8b57dbc46a","HIS-0116","HIS-0116","Masson's Trichrome","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"de67d808-1fc6-4805-a532-27981b288b46","e7d61efa-1a46-4306-9e4d-87d65e27f5eb","HIS-0117","HIS-0117","Reticulin Stain","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"f61bb524-8016-4c2b-9d65-5c4789f72af9","c5987a8c-286e-4039-ab5a-3aaa061e40f9","HIS-0118","HIS-0118","Congo Red","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"afd3513e-5225-4374-8956-8552696b8975","985fd9eb-360e-4c7c-9602-a6fce8f8fc5a","HIS-0119","HIS-0119","Perls' Prussian Blue","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"64c73af2-cdf6-4e0c-8fdc-7b400ba1b305","611b0d10-b19e-4450-b7a5-4d9c5004c260","HIS-0120","HIS-0120","Alcian Blue","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"0af7fc6f-756f-409e-a464-c81befb31638","7cd4fbee-05b1-4bd0-9fda-a123d8ebcf6d","HIS-0121","HIS-0121","Mucicarmine","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"154396a4-fe34-4346-a3be-e1b49ecab399","87b2edf4-a5c5-49fd-947c-aabc42b83f6b","HIS-0122","HIS-0122","Fontana-Masson","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"a4231b2f-8cc4-4f0c-917e-489e338ffb4f","913a9958-69b5-4669-9d50-4ea683e9b80b","HIS-0123","HIS-0123","Elastic Van Gieson","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"ffe679ea-837d-4420-a40f-c309e646e4d1","52eb6c7b-7aa2-46f3-976e-cef69454dd8e","HIS-0124","HIS-0124","Oil Red O","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"984dc73a-3627-4380-b6da-3a477e767548","e94f98a2-38c6-4058-a231-2492ad528b3a","HIS-0125","HIS-0125","Toluidine Blue","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"dba81862-ad31-49fb-8094-f274a5659b54","0a4bd894-6399-4e37-a698-99f4ebb9ead8","HIS-0126","HIS-0126","PTAH Stain","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"d2a11a34-c67c-4e68-a53f-afa716e92340","1837e407-6e0d-4558-a42c-804709cda8f3","HIS-0127","HIS-0127","Jones Methenamine Silver","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"f49fe357-c326-4882-aad4-1cda89a5f8a1","77cbb0f7-e143-4898-8570-cf2a3a1403c1","HIS-0128","HIS-0128","Cresyl Violet","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"58a5eee5-a894-4690-b55b-34e82a47a6cf","389a2b3e-0d57-4323-89bd-066495fa1df2","HIS-0129","HIS-0129","Luxol Fast Blue","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"d9114f7f-87c4-44f4-9639-cc62fd3b3a72","6e11e5eb-2355-4fee-9600-1921d548de00","HIS-0130","HIS-0130","Von Kossa Stain","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"25d5eacc-d211-4076-be79-6ffd8389fefd","54ec4e84-934e-423c-a8d1-b1dccea1977b","HIS-0131","HIS-0131","Alizarin Red","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"71e5ca7c-1455-4d49-848e-fbafd9e7ffd3","40f15e4e-ca23-47a7-9f0b-b29409141775","HIS-0132","HIS-0132","Warthin-Starry Stain","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"8eb12a37-2ddf-45c5-a833-675e88fff6cd","6cbc5fda-ec35-40a7-bab0-2586b4d18853","HIS-0133","HIS-0133","Giemsa Stain on Tissue","Numeric","Descriptive","1","TRUE","TRUE","Active","","","CONFIGURED"
"aadf599e-9a0f-4cba-a27e-8fb8beae3b4e","b4849da7-7758-4e92-976a-9363b0549382","IMM-0001","IMM-0001","CRP, Quantitative","Numeric","mg/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"d3e22b05-4731-43bb-b155-bfcb45893ae0","3e315f26-399e-40ac-88a4-762e4b4174d7","IMM-0002","IMM-0002","Rheumatoid Factor (RF)","Numeric","IU/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"ac7db6ab-a1f1-47f4-a125-9f5f12444992","3a43a4ea-a3ba-48fa-a211-cda6110bc64d","IMM-0003","IMM-0003","ASO Titer","Numeric","IU/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"13c0339d-35a5-4706-b5d5-da6b9e9fa231","38a765c3-3f09-43e5-98c1-fdfc3e690665","IMM-0004","IMM-0004","Anti-CCP","Numeric","U/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"738f3365-7651-4383-98c4-6c6b3377b438","f31251e1-8eb8-40ec-b7d7-86ccd7663bf0","IMM-0005","IMM-0005","ANA by IFA","Numeric","Titer/Pattern","1","TRUE","TRUE","Active","","","CONFIGURED"
"0e6a0aee-06c1-4642-b588-9ea7d2c89a23","561b42a3-b443-42b0-b5d1-4e9f28273fd3","IMM-0006","IMM-0006","ANA Screen by ELISA","Numeric","Index","1","TRUE","TRUE","Active","","","CONFIGURED"
"972bf9b9-70d5-4af2-bff6-1b365e699ee2","8b9d3d46-6c3a-450c-b639-587cfd14a0ae","IMM-0007","IMM-0007","Anti-dsDNA","Numeric","IU/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"cc88952f-dc23-438b-b79a-97331bf4f6fe","20eeddd8-8621-4ce5-865e-a53f1a3153ec","IMM-0008","IMM-0008","Anti-Sm Antibody","Numeric","U","1","TRUE","TRUE","Active","","","CONFIGURED"
"e3533c60-9250-4c20-9806-52201aedd407","6f45a9ea-0b08-45af-8b3f-20a33a2e2261","IMM-0009","IMM-0009","Anti-RNP Antibody","Numeric","U","1","TRUE","TRUE","Active","","","CONFIGURED"
"11cc4240-b763-4fdb-b0c4-ada7895b260d","14a6efff-6509-45e7-b478-6815dc7c3a9a","IMM-0010","IMM-0010","Anti-SSA/Ro","Numeric","U","1","TRUE","TRUE","Active","","","CONFIGURED"
"d69ed1a2-2df6-4e5a-ba48-3725a8666b20","3494d636-80af-4f5d-be72-ecdc950326ff","IMM-0011","IMM-0011","Anti-SSB/La","Numeric","U","1","TRUE","TRUE","Active","","","CONFIGURED"
"ab8f20a6-f9bd-48d4-93d7-afacab8ec23c","3ffcbdef-fc52-4f3f-9af5-fa0d6e2acc84","IMM-0012","IMM-0012","Anti-Scl-70","Numeric","U","1","TRUE","TRUE","Active","","","CONFIGURED"
"934d80be-3aed-4055-9ad0-e4f20a03521a","69b4e89c-807f-4f36-9e37-0bffc7a361e3","IMM-0013","IMM-0013","Anti-Jo-1","Numeric","U","1","TRUE","TRUE","Active","","","CONFIGURED"
"cc905656-49d2-47fc-a2b7-fb5c4d1943af","f16505b1-5dc0-4ae2-b6e6-df51fe7685d1","IMM-0014","IMM-0014","Anti-Centromere Antibody","Numeric","U","1","TRUE","TRUE","Active","","","CONFIGURED"
"5f8e111f-3b0d-4c87-ae8a-c6ca2c5f1765","50d057be-1d7d-4e70-a22f-24480decf5a7","IMM-0015","IMM-0015","Anti-Ribosomal P","Numeric","U","1","TRUE","TRUE","Active","","","CONFIGURED"
"2d2c0206-cee8-4462-a85e-7163a8b18b87","02ff426e-4b0c-4165-9cde-4018d1d1986c","IMM-0016","IMM-0016","C3 Complement","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"18a603e2-5e62-49c1-8c4b-0fddff69a4bb","38620da4-b267-4698-aac8-b4c63a116681","IMM-0017","IMM-0017","C4 Complement","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"e858475e-9568-4198-b9fa-e169b06de7e1","1a3e326b-705d-400e-9373-48359d82e30d","IMM-0018","IMM-0018","CH50","Numeric","U/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"4e1150e3-9410-4638-89e2-a4b936611043","38dcdcac-6252-41d3-ab53-4ff90e421643","IMM-0019","IMM-0019","ANCA Screen","Numeric","Titer","1","TRUE","TRUE","Active","","","CONFIGURED"
"fdca4ca9-7065-4d1b-b09f-6337b8b89c79","bdf541c0-6ae1-4561-9f9b-a02f6c3824a8","IMM-0020","IMM-0020","c-ANCA / PR3","Numeric","U/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"4d2a3d89-4497-498c-bff2-58cd08df38c4","d6853623-5da8-47f8-a016-4d24e3432da5","IMM-0021","IMM-0021","p-ANCA / MPO","Numeric","U/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
