"parameter_id","test_id","test_code","parameter_code","parameter_name","value_type","unit","display_order","is_mandatory","is_active","lifecycle_status","formula","options","reference_status"
"147e4a0d-7205-4040-b325-5c04ce85f9a8","104dbe56-7929-4937-a031-f8ce992fa320","ALG-0001","ALG-0001","Specific IgE - House Dust Mite D. pteronyssinus","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"a861d32f-2762-499c-b800-56b99f8cb179","d0159645-7bb9-4e58-8c27-10f37d6e707c","ALG-0002","ALG-0002","Specific IgE - House Dust Mite D. farinae","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"7446378c-ba8d-486f-a051-dd646fbf545e","babe3400-78c5-4e51-afad-90604932b434","ALG-0003","ALG-0003","Specific IgE - Cockroach","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"8dcde4ed-313d-4726-958c-407dc725a712","4cbaf2fd-dcb4-4c72-81d0-689898c9b74c","ALG-0004","ALG-0004","Specific IgE - Cat Dander","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"f7a0b456-67d7-4959-8b64-8518784bfcf5","0d64f449-0050-4b71-b7b8-4321b6a166e4","ALG-0005","ALG-0005","Specific IgE - Dog Dander","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"17906c9c-a127-4bc2-900a-2dabcfe7702a","45f73cfe-38e0-4769-a55e-f13a0ba7aa4b","ALG-0006","ALG-0006","Specific IgE - Alternaria alternata","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"4cabaee8-5338-453b-9163-22964a768625","561d2e0f-99ce-4350-978f-e985b36779cb","ALG-0007","ALG-0007","Specific IgE - Aspergillus fumigatus","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"d70424fe-b9d6-4531-acf4-1f15d61bf263","7f00556a-e89a-41a8-b9d9-a09b4bf30380","ALG-0008","ALG-0008","Specific IgE - Cladosporium herbarum","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"ea99eeec-5bcf-40e3-ad5d-cddce26bed9d","eaa924a5-e38b-46c6-a350-586e482c40b1","ALG-0009","ALG-0009","Specific IgE - Penicillium chrysogenum","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"42447e2c-324d-4a34-a9ca-7f90507a6cd4","f5dbc42b-1431-4591-a92f-13a431d6f247","ALG-0010","ALG-0010","Specific IgE - Bermuda Grass","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"2a44c30e-f122-4b36-9e1b-4b2720c98f45","5c437f2c-ade2-4027-9ef6-dfd156829b7a","ALG-0011","ALG-0011","Specific IgE - Timothy Grass","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"c824a875-10aa-49fe-8a68-0a524f61c04a","49a9485e-00be-4c5a-a3de-58bad8f836a7","ALG-0012","ALG-0012","Specific IgE - Rye Grass","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"669b647d-1972-4741-b5fb-c82c90a746e6","041db139-20a6-49b1-b26c-e03b7594bc0f","ALG-0013","ALG-0013","Specific IgE - Johnson Grass","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"81b8546d-9852-4909-aa32-461ec21f91f4","ab4cd090-588f-4c48-9fe5-900260b9cdef","ALG-0014","ALG-0014","Specific IgE - Common Ragweed","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"14620e90-e694-43b9-83ff-bc8ed69cc3c5","1045990d-09bf-4043-a39c-e0507af991e4","ALG-0015","ALG-0015","Specific IgE - Mugwort","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"34d224c6-46e1-41b8-8d84-22d48899ee6e","8e2b0cf9-fa6b-4dcc-95c4-df87654eb304","ALG-0016","ALG-0016","Specific IgE - Birch","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"dd536644-ebd5-4f9a-8551-797b2506584e","38e64801-d33e-43ec-bc8b-bb3bba708773","ALG-0017","ALG-0017","Specific IgE - Oak","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"d6d282fd-da26-4916-9712-6bab48f0dc83","960f5d61-9c5e-4798-8ae1-3783a117f2a1","ALG-0018","ALG-0018","Specific IgE - Olive Tree","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"51b94566-d164-46b2-81b1-b6a1a51fd5ff","f20118ab-1de2-4915-8ff3-343773a503ed","ALG-0019","ALG-0019","Specific IgE - Cow's Milk","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"6cf1a375-2d12-4f1a-b074-6495817f1882","1fdb039d-ecf4-4db1-a521-8a4ff68af636","ALG-0020","ALG-0020","Specific IgE - Egg White","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"b7fde477-4ab0-4483-848c-7491920b13b6","140013a4-9d30-47c6-851a-0c473823aaff","ALG-0021","ALG-0021","Specific IgE - Egg Yolk","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"2edf0576-bfb2-4236-865e-656bc831db48","4cd7db41-7ce1-4131-85fb-6c675e0705ff","ALG-0022","ALG-0022","Specific IgE - Peanut","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"0667d66f-7ecf-4c94-8df8-16521f3b3d83","10c142ac-b41e-4266-9ad1-722f8f84d243","ALG-0023","ALG-0023","Specific IgE - Soybean","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"3aa46a01-659a-40a2-9d80-45598672805b","62e3d806-6dc0-46a6-a423-082df756363b","ALG-0024","ALG-0024","Specific IgE - Wheat","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"acd1e392-7f2b-4004-b63d-39802570350a","c8d216e3-83e5-4aef-861f-5044a40465df","ALG-0025","ALG-0025","Specific IgE - Rice","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"83eac78b-beef-45f4-961f-697632a5bf33","3812626e-5e6f-43e1-ab8a-480dc66dd885","ALG-0026","ALG-0026","Specific IgE - Maize/Corn","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"57ec1fad-9a09-4d59-9db2-bd89a9ab26e5","309434f6-85f1-45c6-8596-5eb95e4fb479","ALG-0027","ALG-0027","Specific IgE - Sesame","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"b6d58dd1-d620-4fe4-87bf-d789bc3ecf88","1599d807-1636-4b95-b443-d08f4218e092","ALG-0028","ALG-0028","Specific IgE - Walnut","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"200d5235-8458-4028-9091-d7ed647ad18a","27637c2a-9fc7-433f-a01e-fd2998ca124b","ALG-0029","ALG-0029","Specific IgE - Cashew","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"f91d461a-3d94-45f5-a12e-461bf230322f","13d4ce58-07ef-471a-be00-06fe80dbef19","ALG-0030","ALG-0030","Specific IgE - Almond","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"b6d7a100-24f2-406e-bcb3-47a66d5881d3","7fa56d8f-0e69-49ae-98c0-d06d2c03162f","ALG-0031","ALG-0031","Specific IgE - Hazelnut","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"cf6e93ad-15af-4702-bed0-46cea9fed3d1","4a6397fb-f351-4ebe-82da-dff419c645e7","ALG-0032","ALG-0032","Specific IgE - Shrimp","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"0730153b-501a-4d72-a568-5c4ab2b36b07","31698067-4ca3-4c48-8d1a-524c95829ae8","ALG-0033","ALG-0033","Specific IgE - Crab","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"c73f3fbc-22d5-46ce-9521-d460d22f2aeb","34bed538-2c7b-4c6e-b69e-af626fce349f","ALG-0034","ALG-0034","Specific IgE - Lobster","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"2d030227-8b23-4d13-9085-5d37458e70c3","b0899d81-72c0-4311-86e3-2cfc2ae0e42c","ALG-0035","ALG-0035","Specific IgE - Tuna","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"77834f21-e178-4046-a51f-4363fc4e8d77","f64b9e9b-9aae-43df-9ae0-f9702865075d","ALG-0036","ALG-0036","Specific IgE - Salmon","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"32d28118-d9b7-414e-b76a-f743640a0b8a","56201355-1250-4ba4-8c98-104b39564247","ALG-0037","ALG-0037","Specific IgE - Codfish","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"60857818-d59e-4fd8-8261-9576bd23b504","cbc86e15-b5db-46d4-b822-ac3769f3c95b","ALG-0038","ALG-0038","Specific IgE - Beef","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"18019dd6-fe21-4bac-a96a-44e78c88ca85","8ca9a935-c5f0-43d4-81d0-fded9298fad5","ALG-0039","ALG-0039","Specific IgE - Chicken Meat","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"06f1a255-59ad-4d8d-bca0-b41824fc4863","af38c0f5-84cc-4973-b543-18531d4388f7","ALG-0040","ALG-0040","Specific IgE - Pork","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"86b82b66-2dcc-4251-bab7-2b0792a11e2f","365cd937-80e4-4c87-8546-21733e4e67e2","ALG-0041","ALG-0041","Specific IgE - Mustard","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"7eabaa77-0949-40a8-aaaf-ab1a4a6dbc21","84469ee1-e3b9-4e4d-a80d-ff708135adbe","ALG-0042","ALG-0042","Specific IgE - Latex","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"38e377e0-78d8-4d68-97e0-f0fe39afc69a","1ce9e232-a95c-40c3-8175-9e6c0e44f7b1","ALG-0043","ALG-0043","Specific IgE - Honey Bee Venom","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"2ce940cb-ccd7-4b50-9843-f86c04a90a0f","3a1eb53b-d105-4ce1-98ee-de0bc10eadca","ALG-0044","ALG-0044","Specific IgE - Wasp Venom","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"ce62d873-8f30-413a-a36b-3dbc4efb665c","6085e76d-82ca-43c0-8d90-aaafca59b9f5","ALG-0045","ALG-0045","Specific IgE - Mosquito","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"8fb3b96a-4967-46dc-8dd7-e42d82588dab","3b947a62-c54e-4e2a-add9-807cd6693bdf","ALG-0046","ALG-0046","Specific IgE - Penicillin G","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"fecf918a-6e20-4c0f-9ec8-76b84bd7672e","5a8ce3a1-1816-4bc4-9b86-11b7904f282d","ALG-0047","ALG-0047","Specific IgE - Penicillin V","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"20d1bfd1-3d29-45cd-a779-2e3b6fdd5769","40beab74-71cd-4d07-b9ed-4e65f8a0adea","ALG-0048","ALG-0048","Specific IgE - Amoxicillin","Numeric","kUA/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"d0bc37a4-4948-464b-9b5a-6e22433962c1","1b316a21-7c76-4f21-be75-eb32e47717af","ALG-0049","ALG-0049-01","Food Specific IgE Panel Result","Text","kU/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"10e25127-2d5c-4af5-8756-216e5bc16880","1b316a21-7c76-4f21-be75-eb32e47717af","ALG-0049","ALG-0049-02","Allergen Sensitization Summary","Text","","2","FALSE","TRUE","Active","","","REFERENCE_PENDING"
"ea019571-6192-4050-acfc-74a19fada7e9","aef41b9f-579d-46a7-8ea5-ad5a8d6784a1","ALG-0050","ALG-0050-01","Inhalant Specific IgE Panel Result","Text","kU/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"21942873-ac5f-4da3-a1c0-785a1964a80a","aef41b9f-579d-46a7-8ea5-ad5a8d6784a1","ALG-0050","ALG-0050-02","Inhalant Sensitization Summary","Text","","2","FALSE","TRUE","Active","","","REFERENCE_PENDING"
"af94198f-e7a5-4f60-b7fc-b7d90c7c486a","a77253f1-fef4-4fc1-a106-d54b48a47fa2","ALG-0051","ALG-0051-01","Pediatric Specific IgE Panel Result","Text","kU/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"1ebf9ea1-525d-46cc-8940-024eda3b6658","a77253f1-fef4-4fc1-a106-d54b48a47fa2","ALG-0051","ALG-0051-02","Pediatric Sensitization Summary","Text","","2","FALSE","TRUE","Active","","","REFERENCE_PENDING"
"4edef352-f9d8-4c4f-8371-6ca055fa2f26","4b9cc15c-f025-4a59-bf73-d6618e670b7c","ALG-0052","ALG-0052-01","Atopy Screen Specific IgE","Text","kU/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"18c592ab-39fc-4148-829b-5754d83592d0","4b9cc15c-f025-4a59-bf73-d6618e670b7c","ALG-0052","ALG-0052-02","Clinical Interpretation","Text","","2","FALSE","TRUE","Active","","","REFERENCE_PENDING"
"c68de33c-3a7b-4cda-a9e7-4d2515e32713","f5702561-737b-44b1-93f1-9df32b46ef02","BIO-0001","BIO-0001","Glucose, Fasting","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"3501d009-2309-4c49-b4ca-b0bd1b2a8d57","bff5848d-c23c-4a07-8d22-1389f040fa2d","BIO-0002","BIO-0002","Glucose, Random","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"d4753bd7-e466-4e1f-aab7-cc3953ece757","1f95121e-b4ce-484a-9692-f72e5fb637d6","BIO-0003","BIO-0003","Glucose, Postprandial 2 hr","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"3fc99b08-45cb-4d56-942f-045451b9dc33","f809305f-ef94-4244-93da-0d14f3dd85ea","BIO-0004","BIO-0004","Glucose, 1 hr Post Glucose","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"383bc8da-3dcf-411c-9663-7578f9e6c701","e2d34d65-7744-4b4c-846a-7e451d3c6639","BIO-0005","BIO-0005","Glucose, 2 hr Post Glucose","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"e0811320-6e01-451a-bb74-49af6df4f776","2e1adb6d-42c4-4d20-95ae-1035ee351ab8","BIO-0006","BIO-0006","HbA1c","Numeric","%","1","TRUE","TRUE","Active","","","CONFIGURED"
"ce2ad5f2-ff50-4e81-ba6c-337c74bef25c","ef6e9092-71ca-4560-a5d9-8447e4861e6b","BIO-0007","BIO-0007","Fructosamine","Numeric","µmol/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"46a389ed-e488-4bdf-a63f-b85c74e907b6","9f835354-26d1-449e-a05c-0fa9579a5346","BIO-0008","BIO-0008","Urea","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"c8bff101-04ab-44bd-8119-8b7a0eaa3355","f076bab1-77b5-4980-9f23-0c439f99bb9d","BIO-0009","BIO-0009","Blood Urea Nitrogen (BUN)","Calculated","mg/dL","1","TRUE","TRUE","Active","UREA / 2.14","","CONFIGURED"
"af7bfa2a-f3a0-4e2f-ac66-b3102493ce7e","1de8a1df-9d55-48c4-9dbc-83de477d5edb","BIO-0010","BIO-0010","Creatinine","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"86da7323-0524-4543-b444-f7949f9e6148","04c31478-286c-4686-8d2a-b9e267bf4d1f","BIO-0011","BIO-0011","eGFR","Numeric","mL/min/1.73m²","1","TRUE","TRUE","Active","","","CONFIGURED"
"3289e405-ffc8-4412-8a6c-836f7235f6b2","d8d8a5f9-0b08-44b4-8084-e2c024e76b55","BIO-0012","BIO-0012","Uric Acid","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"ae4ba72b-8da5-4aa9-a211-afc9c13634d5","42c88d20-8e7a-4c0f-a9fa-889c477a67ef","BIO-0013","BIO-0013","Total Protein","Numeric","g/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"53b3d4e5-4416-4b5e-8ab1-a8696bd00c66","d1356bb0-88e1-4947-966a-b392cad353f1","BIO-0014","BIO-0014","Albumin","Numeric","g/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"3aed5071-1135-4855-9505-e6d417e4fd86","6ef3b943-be05-4e00-9ef8-b759a2b3c6fa","BIO-0015","BIO-0015","Globulin","Calculated","g/dL","1","TRUE","TRUE","Active","TP - ALB","","CONFIGURED"
"c8f8a284-0c86-43bf-93ba-e97bdf8ceef8","c2a6e503-2da1-4ee3-b1d8-ab5ce9d15389","BIO-0016","BIO-0016","A/G Ratio","Calculated","ratio","1","TRUE","TRUE","Active","ALB / GLOB","","CONFIGURED"
"9021270c-18d1-4ed9-a0ba-002bebac7e17","fa197b77-6142-4e54-8ac6-06f5e6905243","BIO-0017","BIO-0017","Total Bilirubin","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"8715cfec-b567-456f-8ac0-2c3bb1750c0e","aabc150b-5772-4dac-8d6f-2c0bb658ae0b","BIO-0018","BIO-0018","Direct Bilirubin","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"d3ce5970-61f7-4103-a015-a66bc24863d8","8ea45b9a-2bc5-4edd-8f1c-f4e3eb34bd62","BIO-0019","BIO-0019","Indirect Bilirubin","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"f59161e7-e1af-4d07-9062-4d7dfb807ec5","5f6d7b47-d013-4bfa-b46e-85484e2ed196","BIO-0020","BIO-0020","AST (SGOT)","Numeric","U/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"5b0b9792-b7eb-4266-bb9b-132c1b41ff0b","abe11942-b00b-4dbc-a3bb-bbed67ba03c3","BIO-0021","BIO-0021","ALT (SGPT)","Numeric","U/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"c44fbdde-3a7b-4c9c-8afd-99a87f3e9651","56a7e91e-381e-41f9-854c-f858945733b0","BIO-0022","BIO-0022","Alkaline Phosphatase (ALP)","Numeric","U/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"833a9de8-c71d-40ec-bcf5-e9b01325fd1d","468c6ad8-0102-46d6-8d7c-8950cba17d13","BIO-0023","BIO-0023","GGT","Numeric","U/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"5da47540-ace8-40ba-a2eb-29c8f45b6cf9","8a9e661d-a991-4bdf-a327-600960f800c3","BIO-0024","BIO-0024","LDH","Numeric","U/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"72e70c06-d37e-4dfa-a23a-e88f98f84d9e","0c5a74c8-9619-4bbc-a53b-40f86d58c8b1","BIO-0025","BIO-0025","Cholinesterase","Numeric","U/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"4f9c57b7-a417-4283-885f-425be38a6005","c6624c86-9bb1-4b9c-a52e-d2d9f8d27c02","BIO-0026","BIO-0026","Ammonia","Numeric","µmol/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"c3df1bf4-3e12-45c9-96b3-d50488ced6cc","2424240c-3091-4e46-803a-2dc9b561d534","BIO-0027","BIO-0027","Total Cholesterol","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"6d6747a3-1a88-4870-b8a9-2241ec7058f7","d5982b00-9047-4fa9-9d2c-6b3a8acf60e1","BIO-0028","BIO-0028","Triglycerides","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"0d8e5740-c6c1-40f5-9328-9083635aa7ff","a23c2171-30bd-446b-8d22-ef315a673e8d","BIO-0029","BIO-0029","HDL Cholesterol","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"e0a795a7-cd10-4c0b-847c-ac56ae0c7670","8c7aa1a7-a70f-4e7b-b812-17a46ea31d7e","BIO-0030","BIO-0030","LDL Cholesterol, Direct","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"d5f56c25-5534-4895-9be8-4082ccc5848d","d34bde87-2a7b-4c5f-b543-4f87af4d98b4","BIO-0031","BIO-0031","LDL Cholesterol, Calculated","Calculated","mg/dL","1","TRUE","TRUE","Active","CHOL - HDL - (TRIG / 5)","","CONFIGURED"
"1c9ea91d-57d0-4268-816d-1a12af74a34c","0244fa97-7dd0-4854-b9f6-97e2bb45c0bc","BIO-0032","BIO-0032","VLDL Cholesterol","Calculated","mg/dL","1","TRUE","TRUE","Active","TRIG / 5","","CONFIGURED"
"be5ab437-7c8e-4144-89fd-bb6fbbc9db06","cc0d3950-3409-4f4a-a15e-30927ccc275a","BIO-0033","BIO-0033","Non-HDL Cholesterol","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"11b1a0de-e86c-456a-8cf6-151297ade3b4","4985ed0d-1b17-4ebb-a9b1-63252837fed5","BIO-0034","BIO-0034","Apolipoprotein A1","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"60004b8c-c9ae-4a50-96ed-dc0ef6794d68","20bc0601-e176-4714-beda-974aa21fab8f","BIO-0035","BIO-0035","Apolipoprotein B","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"fb689e90-8f38-4adb-8e15-d1bc4984fad0","3b1cef2b-861a-44e3-ace7-694f7edca5c9","BIO-0036","BIO-0036","Lipoprotein(a)","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"7088faa4-4b15-49bc-a547-728e91cf8a3f","7791f8bf-fd97-4d37-a354-d095bc35d89c","BIO-0037","BIO-0037","Sodium","Numeric","mmol/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"c0901c10-c0f8-48f4-b016-e128e638849f","f0fe2a2c-f948-4cba-b1ed-5c0ad953984f","BIO-0038","BIO-0038","Potassium","Numeric","mmol/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"5d418024-ceea-430c-9688-3d6a55fc0602","4ceb32e1-9155-498b-a035-4042f07f01c1","BIO-0039","BIO-0039","Chloride","Numeric","mmol/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"d500c20e-facb-4633-9232-e9fa6d857e96","14e8cffd-fd0e-4673-8c5e-e7c1775a1b92","BIO-0040","BIO-0040","Bicarbonate / Total CO2","Numeric","mmol/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"fe2ce8a2-4c6c-46d6-859f-70c2621fb133","d59beba7-1545-4b7c-8eac-7fb41297f4f3","BIO-0041","BIO-0041","Calcium, Total","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"8741859b-81b1-4df0-b959-7b24596151fd","3af2d62a-fb3d-4889-b7e7-f0e69129bab6","BIO-0042","BIO-0042","Calcium, Ionized","Numeric","mmol/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"6470d828-cbdd-46b6-9064-9590ee0aced6","a18769b3-a6e0-4a6e-843c-9b3875cfdb09","BIO-0043","BIO-0043","Phosphorus","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"83f41bb8-141f-40e5-b526-673e9b88a13a","7bb87034-9949-4639-a442-a022e899a042","BIO-0044","BIO-0044","Magnesium","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"776e3ce9-2201-4d0c-aa7a-b82b33c68a83","95f519e3-c090-4574-803b-c6a076a27191","BIO-0045","BIO-0045","Iron","Numeric","µg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"18a37bfc-f7e9-4895-adcf-091aa1e8684a","cb9b883e-f402-4959-a26b-1c10643eae26","BIO-0046","BIO-0046","TIBC","Numeric","µg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"d6964a0e-6e10-44e6-82b0-6851b875451c","364e7742-b242-40f4-9e30-f788485ef248","BIO-0047","BIO-0047","UIBC","Numeric","µg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"b60d74cc-9d46-4366-9ccb-93596ef250ff","78170b5b-10fe-4fc9-ab2a-fc401e928c00","BIO-0048","BIO-0048","Transferrin","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"f335fd00-cab7-455b-8c36-fc214f9478eb","a8926cd6-9579-44fa-9c9a-905bb9891bfa","BIO-0049","BIO-0049","Transferrin Saturation","Numeric","%","1","TRUE","TRUE","Active","","","CONFIGURED"
"646b1794-7626-4b82-b7ba-4885ac506c66","18219d0b-5806-447c-b46f-89e1a3db4903","BIO-0050","BIO-0050","Ferritin","Numeric","ng/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"f5ab9056-687e-4ef6-a180-27e49ff77cc4","1731fd3f-cabc-4892-b01b-2183d47a3fa9","BIO-0051","BIO-0051","Vitamin B12","Numeric","pg/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"d07bc51f-c1fc-4ef4-90a0-8238a02eabb1","5e46568a-8f03-47b7-8b1b-3cda10eb4470","BIO-0052","BIO-0052","Folate","Numeric","ng/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"faf7d941-f509-4731-8455-716f9f93b363","52bc94a9-1c73-4fa2-a93f-0668a5b9a73c","BIO-0053","BIO-0053","Vitamin D, 25-OH","Numeric","ng/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"25805a46-7172-49b5-9904-fbb49b0f14a1","75e7262a-4d54-49c7-95c5-ce70c262f186","BIO-0054","BIO-0054","Vitamin D, 1,25-dihydroxy","Numeric","pg/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"cc8fcba6-1d5c-4fcd-92ff-213840feeae7","6c39b4f7-59df-4554-90d0-ff0115004624","BIO-0055","BIO-0055","Zinc","Numeric","µg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"53c96ce2-e035-4d05-a819-588ea25c7950","4dfaf741-aa32-4334-a5d2-5eefd3c7ce58","BIO-0056","BIO-0056","Copper","Numeric","µg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"a230ded5-b4fb-47fd-bd54-855cee3daf3b","c563a539-484e-4fc3-96bc-885e69319190","BIO-0057","BIO-0057","Ceruloplasmin","Numeric","mg/dL","1","TRUE","TRUE","Active","","","CONFIGURED"
"cc13bc3d-5685-4f19-a81f-360a05d7ef03","e175b28a-8910-49cf-a68a-f3fd228fe5e2","BIO-0058","BIO-0058","Amylase","Numeric","U/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"efa7384c-6256-4372-9838-5cc62bae6293","d70c137b-f1a0-4ef9-a7a8-7ae8670529eb","BIO-0059","BIO-0059","Lipase","Numeric","U/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"767c370c-e33f-4921-aeb6-7f24f7b25863","1ebff5cb-0776-48b3-bd4b-2b1892f3d3db","BIO-0060","BIO-0060","CK Total","Numeric","U/L","1","TRUE","TRUE","Active","","","CONFIGURED"
"e055666f-2e08-4011-888b-b7d81e6adc5a","7504528b-6709-4ecb-bde2-ace123cb2b7c","BIO-0061","BIO-0061","CK-MB Mass","Numeric","ng/mL","1","TRUE","TRUE","Active","","","CONFIGURED"
"71f1993b-ff66-4088-99fb-043cdcf850ea","4f9e21fa-2dfc-4257-8e94-5795c66be2a0","BIO-0062","BIO-0062","CK-MB Activity","Numeric","U/L","1","TRUE","TRUE","Active","","","CONFIGURED"
